HET Code,Smiles,Molecular Weight
EVV,CCCCCC(C(CC)N(O)C=O)C(=O)NCNC(=O)c1oc(cc1)c2ccc(C(=O)NC(CC(=O)O)C(=O)O)c(OCC)c2,632.6588
E6E,COc1ccccc1COc2cc(ccc2OC)C3=NN(C4CCN(CC4)c5ncnc6ccsc56)C(=O)C7CC=CCC37,609.7378
E6N,COc1ccccc1COc2cc(ccc2OC)C3=NN(C4CCN(CC4)c5ccc6ncc([N+](=O)[O-])n6n5)C(=O)C7CCCCC37,639.70088
EG5,CC(=O)NC(Cc1ccccc1Cl)C(=O)N2CCCC23C=CC4CCC(N4C3=O)C(=O)N5CCC6C=CC7CCC(N7C(=O)C56)C(=O)O,678.1744
EU8,OCC1OC(OCC2OC(OCC3OC(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C3OS(=O)(=O)O)C(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,1144.94268
EZ5,COCC1CCC2C(C)C(O)C(OC3OC(COC(C)(C)C=C)C(O)C(O)C3O)C4=C(CC(O)C4(C)\C=C\1/2)C(C)CNC(=O)C,637.8012
I12,CCOC(=O)\C=C\C(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)c2cc(C)on2)C(C)C,618.72164
ICG,S1[Fe]23S4[Fe]5S6[Fe]47S[Fe]89S%10[Mo]%11S8[Fe]%12%13[Se][Fe]6(S25)[C]379%12[Fe]1%10S%11%13,840.39334
I6P,OP(=O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,660.03529
I7P,OP(=O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,740.01519
I8P,OP(=O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C1OP(=O)(O)O,819.99509
IAB,CC1OC(OC2C(O)C(O)C(OCC3OC(O)C(O)C(O)C3O)OC2CO)C(O)C(O)C1NC4C=C(CO)C(O)C(O)C4O,645.60482
IB2,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)CP(=O)(O)OP(=O)(S)OCC4OC(C(O)C4O)n5cnc6c(N)ncnc56)C(O)C3O,770.49984
IBI,CCC1N(C(C)C)c2nc(Nc3ccc(cc3OC)C(=O)NC4CCC(CC4)N5CCN(CC6CC6)CC5)ncc2N(C)C1=O,618.8126
IBQ,COc1nc2ccc(I)cc2cc1C(c3ccccc3)C(O)(CCN(C)C)c4cccc5ccccc45,602.50521
ICE,S1[Fe]23S4[Fe]5S6[Fe]4[C]2789[Fe]%10S%11[Mo]%12S%10[Fe]17S%12[Fe]8%11S[Fe]69S35,761.43334
ICS,S1[Fe]23S4[Fe]5S6[Fe]7(S[Fe]89S%10[Mo]%11S8[Fe]1%12S%11[Fe]%10%13S[Fe]46[C]279%12%13)S35,793.49834
IDB,OC(=O)c1c(I)cc(I)c(NC(=O)CCCCC(=O)Nc2c(I)cc(I)c(C(=O)O)c2I)c1I,1139.76178
IGC,CCCCCCCCCCCCC\C=C\C(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O)NC(=O)CCCCCCC,912.10984
IGM,Oc1ccc(CN2CCc3c(C2)sc(NC(=O)c4cc(c(Cl)cc4Cl)S(=O)(=O)N5CCOCC5)c3C#N)cc1,607.52856
IHP,OP(=O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,660.03529
IHS,OS(=O)(=O)OC1C(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,660.53508
IIP,C[NH+](C)CCCNC(=O)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3nc(NC(=O)c4nccn4C)cn3C)cn2C)cn1C,649.72394
IMZ,CCOc1cc(OC)ccc1C2=NC(C(N2C(=O)N3CCN(CCO)CC3)c4ccc(Br)cc4)c5ccc(Br)cc5,686.43406
IN6,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NNC(=O)c2csc(n2)C(CC(C)C)NC(=O)OCc3ccccc3,609.73626
IP9,CCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(=O)CCCCCCC,826.54634
IPF,CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C)C(=O)NC(Cc3ccccc3)C(O)C(O)C4CCCN4C(=O)C(NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C)C(C)C,905.09196
IPY,C[NH+](C)CCCNC(=O)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4nccn4C)cn3C)cn2C)cn1C,648.73588
IRC,CC(C)CC(O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,881.67652
ITL,CC(CCC(=O)O)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)NC(=O)CCC(N(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)C(=O)O,822.98174
IUG,OC1C(O)C(COCc2ccccc2[N+](=O)O)OC(OP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)N4C=CC(=O)NC4=O)C1O,702.42982
IXN,CCCCCCCCCCCCc1cn(nn1)c2nc(N)c3ncn(C4OC(COS(=O)(=O)NC(=O)c5ccccc5O)C(O)C4O)c3n2,701.79362
IXP,COc1ccc2c(c1)c(CC(=O)NCCCCNC(=O)CCC(=O)OC3C4COC(=O)C4C(c5cc(OC)c(OC)c(OC)c5)c6cc7OCOc7cc36)c(C)n2C(=O)c8ccc(Cl)cc8,924.3866
IXS,CC(C)CNC(=O)C(C)NCC(Cc1ccccc1)NC(=O)c2cc(cc(c2)C(=O)NC(C)c3ccc(F)cc3)N(C)S(=O)(=O)C,653.80706
IZ1,FC(F)(F)c1cccc(c1)S(=O)(=O)NC(Cc2ccc(cc2)C3CC(=O)NS3(=O)=O)c4nc(c[nH]4)c5ccccc5,604.62053
IZ2,FC(F)(F)c1cccc(c1)S(=O)(=O)NC(Cc2ccc(cc2)C3CC(=O)NS3(=O)=O)c4nc(Cc5ccccc5)c[nH]4,618.64711
IZF,COC(=O)c1c(O)cccc1OCCCCCNC(=O)C(Cc2ccc(C3CC(=O)NS3(=O)=O)c(Cl)c2)NS(=O)(=O)c4ccccc4,708.19876
IVC,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,851.65054
ICH,[Se]1[Fe]23S4[Fe]5S6[Fe]7([Se][Fe]89S%10[Mo]%11S8[Fe]1%12S%11[Fe]%10%13[Se][Fe]46[C]279%12%13)S35,934.18334
IEP,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(=O)CCC\C=C\C\C=C\C\C=C\C\C=C/CCCCC,1047.08768
M17,COC(=O)NC(C(=O)NN(CCCC(O)(Cc1ccc(CC=C)cc1)C(=O)NC(C(C)C)C(=O)NCC=C)Cc2ccc(cc2)c3ccccc3)C(C)(C)C,753.96916
M24,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OC(=O)c4cccc(c4)c5noc(n5)c6ccccc6F)C(O)C3O,613.4479
M5S,OCC1OC(OCC2OC(OCC3OC(O)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C(OC5OC(CO)C(O)C(O)C5O)C2O)C(O)C(O)C1O,828.71828
M5Z,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC4OC5COC(CCc6ccccc6)OC5C(O)C4N)C2O)C(N)C(O)C1O,731.78832
M60,CC(C)C(NC(=O)C(CCC(=O)O)NC(=O)OCc1ccccc1)C(=O)NN(CC(=O)O)C(=O)CC(O)C(=O)NCCc2ccccc2,671.69484
M66,CCCC(NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN3CCCCC3=O)C(C)(C)C)C4Cc5ccccc5C4)C2(C)C)C(=O)C(=O)NCC=C,718.92512
M7U,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC(C)CCCCCCCC)COP(=O)(O)O,690.97106
M90,CSCC(NC(=O)C(Cc1ccccc1)OC(=O)N2CCC(N)CC2)C(=O)NC(CC3CCCCC3)C(O)COc4ccncc4,655.84776
M91,CSCC(NC(=O)C(Cc1ccccc1)OC(=O)N2CCC(N)CC2)C(=O)NC(CC3CCCCC3)C(O)CN4C=CC=CC4=O,655.84776
MAR,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(OC6CC(O)C(O)C(C)O6)C(C)O5)c4c(O)c3C(=O)c12)C(=O)C,657.66166
MC3,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,677.93254
MC4,CC(=O)\C(=C(\[O-])/SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)\C,864.62612
MC8,CC(C)(O\N=C(/C(=O)NC(C\N=C/1\NS(O)(OO1)N2N=C(N(CC(O)CO)C2=O)c3cc(O)c(O)cn3)C=O)\c4csc(N)n4)C(=O)O,716.65762
MCA,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,867.60688
MCD,CC(C(=O)O)C(=O)CCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,849.56846
MCJ,OCC(NC(=O)c1cccc(O)c1O)C(=O)OCC(NC(=O)c2cccc(O)c2O)C(=O)OCC(NC(=O)c3cccc(O)c3O)C(=O)O,687.56176
MCN,NC1=NC(=O)N(C=C1)C2OC(COP(=O)(O)OP(=O)(O)OCC3Oc4nc5nc(N)nc(O)c5nc4C(=C3S)S)C(O)C2O,696.5013
MD1,NC1=NC2=C(NC(C=N2)\C(=C(\S)/C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5C(=O)NC(=Nc45)N)\S)C(=O)N1,740.55716
MDE,CCCCCC(C\C=C\C(=O)SCCNC(=O)CCNC(O)C(=O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)[n+]2c[nH]c3c(N)ncnc23)SCC=O,994.87718
MFK,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,921.78344
MFN,OC(=O)CCC(C(CCC(=O)NC(CCC(=O)NC(CCC(=O)NCCc1ccc(OCc2coc(CNC=O)c2)cc1)C(=O)O)C(=O)O)C(=O)O)C(=O)O,776.74106
MFS,CC(=O)OCC1OC(OC2C(COC(=O)C)OC(C(OC(=O)C)C2OC(=O)C)S(=O)(=O)N)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C,699.63228
MGD,NC1=NC2=C(NC3C(N2)OC(COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)n5cnc6C(=O)NC(=Nc56)N)C(=C3S)S)C(=O)N1,740.55716
MGE,CCCCCCCCCCCCCCCC(=O)OC(COC1OC(CO)C(O)C(O)C1O)COC(=O)CCCCCCCCCCCC,688.97228
MI3,CNc1ccccc1C(=O)OC2C(O)C(OC2COP(=O)(O)OP(=O)(O)OP(=O)(O)O)n3cnc4C(=O)NC=Nc34,641.31306
MJG,COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)(C)C)cc3)s2)cc1C(=O)N4CCN(CC4)C(=O)C,623.82904
MJZ,CC(=O)NC1C(N)C(O)C(OC1OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C(=O)O,620.35246
MK0,CCCCCCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCOP(=O)(O)OC1OC(CO)C(O)C(O)C1O,708.98634
MK1,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc3ccccc3)C(=O)NC4C(O)Cc5ccccc45,613.78948
MK5,CCC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OCCNC(=O)C(Cl)Cl)S(=O)(=O)c2ccc(OC)cc2,618.56958
MLC,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O,853.5803
MLD,CC(NC(=O)C(CCCC(N)C(=O)O)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC1C(NC(=O)C)C2OCC(O2)C1OC3OC(CO)C(O)C(O)C3NC(=O)C)C(=O)O)C(=O)O,921.89926
MLK,CCN1CC2(COC(=O)c3ccccc3N4C(=O)CC(C)C4=O)CCC(OC)C56C7CC8C(CC(O)(C7C8OC)C(O)(C(OC)C25)C16)OC,682.8003
MM2,C(c1ccc(C[N]23CCC[NH]4CC[NH]5CCC[NH](CC2)[Cu]345)cc1)[N]67CCC[NH]8CC[NH]9CCC[NH](CC6)[Cu]789,629.87396
MOU,COC1C(C)OC(OCC23CC4C(C)CCC4C5(CC2C=C(C(C)C)C35C(=O)O)C=O)C(O)C16OC(CCCCCCCC(=O)O)C(=O)O6,690.81746
MQ7,CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC1=C(C)C(=O)c2ccccc2C1=O)\C)\C)\C)\C)\C)\C)C,648.99916
MQ8,CC(=CCC\C(=C\CC\C(=C\CC\C(=C/CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC1=C(C)C(=O)c2ccccc2C1=O)\C)\C)\C)\C)\C)\C)\C)C,717.11618
MQ9,CC(=CCC\C(=C\CC\C(=C/CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC1=C(C)C(=O)c2ccccc2C1=O)\C)\C)\C)\C)\C)\C)\C)\C)C,785.2332
MQQ,O=C(NC(CCc1ccccc1)CCS(=O)(=O)c2ccccc2)C(CCS(=O)(=O)c3ccccc3)NC(=O)N4CCOCC4,641.79796
MR0,CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc3cccc(OC)c3)C(=O)N,610.69131
MRR,CCCCCCCCCCCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,991.91634
MRS,CCCCCCCCCCCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,991.91634
MRT,CC(C)CC(NCC(=O)C(N(C)C(=O)OCC1c2ccccc2c3ccccc13)c4ccccc4)C(=O)NC(CC(=O)O)C(=O)NC(C5CCCCC5)C(=O)NC(CC(=O)O)C(=O)NC(Cc6ccccc6)C(=O)O,1031.15564
MS1,NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1\C=C\C(=O)N(Cc3ccc4N=C(N)NC(=O)c4n3)c5ccc(cc5)C(=O)NC(CCC(=O)O)C(=O)O,815.63742
MS3,CC(C)C(NC(=O)C(OCc1ccccc1)C(O)C(O)C(OCc2ccccc2)C(=O)NC(C(C)C)C(=O)NCc3ccccn3)C(=O)NCc4ccccn4,768.89768
MSC,OC(C(O)C(OCc1ccccc1)C(=O)NC2C(O)Cc3ccccc23)C(OCc4ccccc4)C(=O)NCc5c(F)cccc5Cl,663.13164
MT7,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(OC5C(O)C(O)C(OC6C(O)C(O)C(OC7C(O)C(O)C(O)OC7CO)OC6CO)OC5CO)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,1152.99948
MTT,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(O)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,666.57768
MU0,CC(C)C(N1CCCNC1=O)C(=O)NC(CC(O)C(Cc2ccccc2)NC(=O)C3CN(C(=O)O3)c4ccccc4)Cc5ccccc5,655.7831
MU1,CC(C)C(NC(=O)C)C(=O)NC(CC(O)C(Cc1ccccc1)NC(=O)C2CN(C(=O)O2)c3cccc(c3)C(=O)C)Cc4ccccc4,656.76786
MUI,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C3CN(C(=O)O3)c4ccc(cc4)C(=O)C,637.74306
MUT,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C3CN(C(=O)O3)c4cccc(c4)C(=O)C,637.74306
MUW,COC(=O)NC(C(c1ccccc1)c2ccccc2)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c3ccc(CN)cc3,638.81724
MV7,COCCOC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c2cc(cc(c2)C(=O)NC(C)c3ccccc3)N(C)S(=O)(=O)C)C(=O)NC(C(C)C)C(=O)NCc4ccccc4,896.00751
MX7,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCC\C=C/CCCCCCCC,700.96588
MY9,CC(NC(=O)c1cc(cc(c1)C(=O)NC(Cc2ccccc2)C(O)C3NC(C)(C)N(C)C3=O)N(C)S(=O)(=O)C)c4ccc(F)cc4,653.764
MYA,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,977.88976
MYD,COc1c(C)c2COC(=O)c2c(O)c1CCOP(=O)(O)CP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45,645.44958
MYY,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCCCCCCC,620.83816
MZ2,C\C(=C/C(=O)NC(Cc1ccccc1)C(O)CN(Cc2cccs2)S(=O)(=O)c3cc(F)c(F)cc3F)\C(F)(F)F,606.60018
MJ8,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(CN)CS(=O)(=O)NCC1OC(C(O)C1O)n2cnc3c(N)ncnc23,743.74714
MJC,CC(CCOP(=O)(O)OC1OC(CO)C(O)C(O)C1O)CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(\C)/CC\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,1011.43888
MK9,CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl,656.60256
MQE,CC(=CCC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC\C(=C\CC1=C(C)C(=O)c2ccccc2C1=O)\C)\C)\C)\C)\C)\C)\C)\C)\C)\C)C,921.46724
MYM,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C1(C)CCCC2(C)C1CC(O)C34CCC(CC23)C(=C)C4,658.7834
MZD,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C1(C)CCCC2(C)C1CC(O)C34CC5CC(OC5(C)C3)C24,674.7828
Q50,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)CC(Cc2ccccc2)C(=O)NC(CCC(=O)N)C(=O)NC(Cc3ccccc3)C(=O)N,685.80908
Q72,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)NC(Cc2cccc(c2)C(=N)N)C(=O)N3CCN(CC3)C(=O)C4CCN(CC4)C(=N)N,694.93016
QFI,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccc(OCP(=O)(O)O)cc2)NC(=O)OC3COC4OCCC34,672.6808
QG8,COC(=O)NC(C(=O)NN(CCCC1(Cc2ccccc2)C(O)CN(C3C(O)Cc4ccccc34)C1=O)Cc5ccc(cc5)c6ccccc6)C(C)(C)C,732.90688
QG9,COC(=O)NC(C(=O)NN(CCCC1(Cc2ccccc2)C(O)CN(C3C(O)Cc4ccccc34)C1=O)Cc5ccc(cc5)c6ccncc6)C(C)(C)C,733.89494
QN1,NC(=O)c1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)C(F)(F)F)C3CNCC3N(Cc4ccc(cc4)C(F)(F)F)S(=O)(=O)c5ccc(cc5)C(=O)N,783.76026
QN2,Ic1ccc(CN(C2CNCC2N(Cc3ccc(I)cc3)S(=O)(=O)c4ccccc4)S(=O)(=O)c5ccccc5)cc1,813.5079
QN3,Clc1ccccc1S(=O)(=O)N(Cc2ccccc2)C3CNCC3N(Cc4ccccc4)S(=O)(=O)c5ccccc5Cl,630.60496
QPS,CC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(O)OC3CO)OC2CO)C(O)C(O)C1NC4C=C(CO)C(O)C(O)C4O,645.60482
QQ7,O=C1N2CN3C4C5N6CN7C8C9N(CN%10C%11C%12N(CN%13C%14C%15N(CN%16C%17C%18N(CN%19C%20C%21N(CN%22C(C2N(CN4C6=O)C%22=O)N1CN%21C(=O)N%20CN%18C(=O)N%17CN%15C(=O)N%14CN%12C(=O)N%11CN9C(=O)N8CN5C3=O)C%19=O)C%16=O)C%13=O)C%10=O)C7=O,1162.96208
QUV,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CNC(=O)Nc2cccc3ccccc23)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1026.51698
QUX,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CCC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,856.34954
QUY,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(C(O)C(O)C1O)C(=O)NCc2ccccc2)C(O)C(O)CCCCCCCCCCCCCC,961.44366
QV4,CC1OC(O)C(O)C(O)C1NC2C=C(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O,807.74542
QV6,Cc1cc(C)c(cc1Nc2ccc(Nc3c(C)cc(C)c(c3C)S(=O)(=O)O)c4C(=O)c5ccccc5C(=O)c24)S(=O)(=O)O,620.69262
QV7,Oc1c(\N=N\c2ccc(cc2S(=O)(=O)O)\N=N\c3ccc(cc3)S(=O)(=O)O)c4ccc(cc4cc1S(=O)(=O)O)S(=O)(=O)O,672.64144
QWE,CN(C)c1cccc2c(cccc12)S(=O)(=O)NC(CCCNC(=[NH2+])N)C(=O)N3CCCCC3CCC(=O)c4nccs4,614.8024
QHA,CNc1oc2cc(ccc2n1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc3ccccc3)NC(=O)OC4COC5OCC(OCC(=C)F)C45,676.75274
QUH,CC(O)CC(=O)NC1C(O)C(C)OC(OP(=O)(O)OP(=O)(O)OCC2OC(CC2O)N3C=C(C)C(=O)NC3=O)C1O,633.43404
Q35,CCC(OC(=O)N(Cc1ccccc1)C(=O)Nc2cc(OC)cc(OC)c2)c3onc(c3)c4ccc(OC(C)(C)C(=O)O)cc4,617.6457
QHL,N#Cc1ccc2nc3c4ccc[n+]5c4c6c(ccc[n+]6[Ru]578([n+]9ccnc%10ccc%11ncc[n+]7c%11c9%10)[n+]%12ccnc%13ccc%14ncc[n+]8c%14c%12%13)c3nc2c1,772.74114
QWV,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(COC(=O)CCc2ccccc2)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,974.48218
U10,COC1=C(OC)C(=O)C(=C(C)C1=O)C\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,863.3435
U20,CCCCCCCCCCCC(O)CC(=O)OC1C(O)C(CO)OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C1NC(=O)C,833.70874
U21,CCCCCCCC(O)CC(=O)OC1C(O)C(CO)OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C1NC(=O)C,777.60242
U22,CCCCCCCCCC(O)CC(=O)NC1C(O)C(CO)OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C1NC(=O)C,804.67082
U89,NC1=NC(=C(CCCN(C(=O)CSCC(=O)NCCCCOP(=O)(O)O)c2ccc(cc2)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1)N,715.66908
UAG,CC(NC(=O)C(C)OC1C(O)C(CO)OC(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C1NC(=O)C)C(=O)NC(CCC(=O)O)C(=O)O,879.60824
UCA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC4C5CCC(=O)C5(C)CCC4=O,987.79846
UCG,NC1=Nc2c(ncn2C3OC(COP(=O)(O)OC4C(O)C(OC4COP(=O)(O)O)N5C=CC(=O)NC5=O)C6OP(=O)(O)OC36)C(=O)N1,731.35124
UD0,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)OC(C(O)C1\N=C\c4c(O)c(C)ncc4COP(=O)(O)O)C(=O)O,849.47904
UD1,CC(=O)NC1C(O)C(O)C(CO)OC1OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O,607.3537
UD2,CC(=O)NC1C(O)C(O)C(CO)OC1OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O,607.3537
UCC,CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,935.81002
UD6,CC(=O)CC1C(O)C(O)C(CO)OC1OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O,606.36564
UDA,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)OC(CO)C(O)C1OC(C)(OP(=O)(O)O)C(=O)O,775.39566
