HET Code,Smiles,Molecular Weight
78L,Fc1cc(F)c(Nc2ccc3C(=O)c4cc(ccc4CCc3c2)C(=O)NCCN5CCOCC5)cc1NC(=O)c6cccs6,616.67751
7A0,CCNc1nc(ccc1C(=O)NCCN2CCCCC2)c3ccc(NC(=O)NCc4ccc(N)[n+](c4)C5OC(COP(=O)(O)O)C(O)C5O)c(F)c3,747.73076
7AO,CC(C\C(=C/C(C)C(O)C(C)\C=C/C(O)CC1OC(=O)C(C)C(O)C1C)\C)C(O)C(C)C(OC(=O)NCCCNC(=O)c2cccc(c2)N=[N+]=[N-])C(C)\C=C/C=C,796.0043
7BU,FC(F)(F)C1=C2C=CC3=C(C4=[N]5C(=C(c6ccc7C(=C8C=CC1=[N]8[Zn]5(N23)n67)C(F)(F)F)C(F)(F)F)C=C4)C(F)(F)F,645.73696
7BN,CC(=O)NC1C(O)CC(OC1C(O)C(O)CO)(C(=O)O)n2cc(CCC(=O)NCCC3OC(CO)C(O)C(O)C3O)nn2,621.59156
7BO,CC(=O)NC1C(O)CC(OC1C(O)C(O)CO)(C(=O)O)n2cc(CCC(=O)NCCC3OC(CO)C(O)C(O)C3O)nn2,621.59156
7BQ,CC(=O)NC1C(O)CC(OC1C(O)C(O)CO)(C(=O)O)n2cc(CC(NC(=O)Cc3ccccc3)C(=O)NCCC4OC(CO)C(O)C(O)C4O)nn2,754.73884
7C8,CC(CCCN1CCN(CC1)C(=O)OCc2cc(Cl)cc(Cl)c2)C3CCC4C5C(O)CC6CC(O)CCC6(C)C5CCC34C,649.73096
7CF,CC(CCC(=O)NC1CCN(C1)C(=O)OCc2cc(Cl)cc(Cl)c2)C3CCC4C5C(O)CC6CC(O)CCC6(C)C5CCC34C,663.71448
7CW,CC(CCC(=O)NCCNC(=O)OCc1cc(Cl)cc(Cl)c1)C2CCC3C4C(O)CC5CC(O)CCC5(C)C4CCC23C,637.6772
7D9,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)O)C3=C(N4C(CC(C)(C)c(c1C)c24)S(=O)(=O)O)C(=O)NC(=O)N3,606.5399
7DB,CC(=O)NC1C(O)CC(OC1C(O)C(O)CO)(C(=O)O)n2cc(CC(NC(=O)Cc3ccccc3)C(=O)NCCC4OC(CO)C(O)C(O)C4O)nn2,754.73884
7DC,CC(C)C(NC(=O)c1ccc(cc1)\N=N\c2ccc(CNC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(N)CO)cc2)C=O,723.82236
7DU,CC(NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(N)CO)C(=O)NCc1ccc(cc1)\N=N\c2ccc(CO)cc2,626.70718
7EC,Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(OCCN6CCCCC6)cc5,626.55788
7ED,CCC(C(C(=O)OCCCCCCCCOC(=O)C(C(CC)c1ccc(O)cc1)c2ccc(O)cc2)c3ccc(O)cc3)c4ccc(O)cc4,682.8416
7EV,OC(=O)CCCCOc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(O)cc5,615.48888
7G6,CN1CCN(CC1)c2ccc(NC3=CC(=CN(C)C3=O)c4cccc(N5C=Cc6cc(cc(F)c6C5=O)C7CC7)c4CO)nc2,606.6892
7G7,CN1CCC(CC1)c2ccc(NC3=CC(=NN(C)C3=O)c4ccnc(N5N=Cc6cc(cc(F)c6C5=O)C(C)(C)C)c4CO)nc2,624.70778
7H5,CS(=O)(=O)c1cccc(c1)c2cc(Cl)ccc2C(Oc3cc(nc(N)n3)N4CCC5(CC4)CNC(C5)C(=O)O)C(F)(F)F,640.07357
7HJ,CCN(CC)C(=O)CC(NC(=O)\C=C\c1ccccc1)C(=O)NC(Cc2ccc(F)cc2)C(=O)NCc3cccc4ccccc34,622.72836
7J9,OC(=O)CCCCCOc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(O)cc5,629.51546
7J8,Cc1[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]cc(CCC(=O)O)c4CC(=O)O)c(CCC(=O)O)c3CC(=O)O)c(CCC(=O)O)c2CC(=O)O)c(CCC(=O)O)c1CC(=O)O,838.81044
7K6,OC(=O)CCCCCCOc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(O)cc5,643.54204
7K9,Oc1cccc(C(=O)NCCCN(CCCCN(CCCNC(=O)c2cccc(O)c2O)C(=O)c3cccc(O)c3O)C(=O)c4cccc(O)c4O)c1O,746.75968
7L1,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(OP(=O)(O)O)C1O)n2cnc3c(N)ncnc23,809.5708
7L2,C[n+]1cn(C2OC(COP(=O)(O)OP(=O)(S)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5C(=O)N=C(N)Nc45)C6OC(C)(C)OC26)c7N=C(N)NC(=O)c17,859.56984
7LM,CCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCc2ccccc2,653.88672
7LP,CCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCC(=O)NCCCCCCc2ccccc2,654.83172
7LO,COC1C(O)C(COP(=O)(O)OP(=O)([SeH])OP(=O)(O)OCC2OC(C(O)C2O)n3cnc4C(=O)NC(=Nc34)N)OC1n5c[n+](C)c6c(O)nc(N)nc56,880.42756
7M4,OC(=O)CCC\C=C\c1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc(Br)cc4)c5ccc(O)cc5,611.50018
7LG,CCCCCCN(C(CC(OC(=O)C)c1nc(cs1)C(=O)NC(CC(C)C(=O)O)Cc2ccc(F)cc2)C(C)C)C(=O)C(NC(=O)C3CCCCN3C)C(C)CC,816.07684
7O7,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC2C3COC4OCC2C4C3)S(=O)(=O)c5ccc6nc(NC7CC7)sc6c5,670.83918
7OA,CC(C)CN(CC(O)C(Cc1cc(F)cc(F)c1)NC(=O)OC2C3COC4OCC2C4C3)S(=O)(=O)c5ccc6nc(NC7CC7)sc6c5,706.82011
7P7,COc1cc(ccc1OCC(=O)NCCCCCCOc2cccc3C(=O)N(C4CCC(=O)NC4=O)C(=O)c23)C5=CN(C)C(=O)c6cc(sc56)C(=N)NC7CCS(=O)(=O)CC7,874.97824
7SG,CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(CC2O)N3C=C(C)C(=O)NC3=O)C(O)C(\N=C\c4c(O)c(C)ncc4COP(=O)(O)O)C1O,776.47138
7Y0,Cn1cc(cc1C(=O)NCCNC(=O)c2cc(cn2C)C(=O)c3cccc(Cl)c3Cl)C(=O)c4cccc(Cl)c4Cl,620.31068
7YU,COc1cc2[nH]c(cc2cc1O)C(=O)N3CC4CC45C3=CC(=O)c6[nH]c(cc56)C(=O)N7CCc8c7c(O)c(OC)c9[nH]c(cc89)C(=O)SC,679.69846
D51,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C6NC(=O)NC(=O)C67C(CC(C)(N)N7c2cc1C)c8ccccc8,934.78254
D52,Cc1cc2N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C6=NC(=O)NC(=O)C6N(c2cc1C)C(N)(CCc7ccccc7)c8ccccc8,996.85192
D69,Cc1cc2NC3(C(CC(=N)Cc4ccccc4)c5ccccc5)C(NC(=O)NC3=O)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC6OC(C(O)C6O)n7cnc8c(N)ncnc78)c2cc1C,1010.8785
D70,CCC(=N)CC(c1ccccc1)C23Nc4cc(C)c(C)cc4N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC5OC(C(O)C5O)n6cnc7c(N)ncnc67)C2NC(=O)NC3=O,948.80912
D73,CC(=N)CC(c1ccccc1)C23Nc4cc(C)c(C)cc4N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC5OC(C(O)C5O)n6cnc7c(N)ncnc67)C2=NC(=O)NC3=O,932.76666
D78,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C3CN(C(=O)O3)c4cccc(c4)C(F)(F)F,663.70435
D7K,COP(=O)(O)C(O)(c1ccccc1)c2sc(CCOP(=O)(O)OP(=O)(O)O)c(C)[n+]2Cc3cnc(C)nc3N,625.4428
DAK,CN(C)c1ccc(\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2OP(=O)(O)O)n3cnc4c(N)ncnc34)cc1,940.74526
DB3,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCC\C=C/C\C=C\CCCCC,770.13112
DB6,CCCCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCC\C=C\C\C=C\CCCCC,770.13112
DBG,NC1=Nc2c(ncn2C3OC(COP(=O)(O)OP(=O)(O)NP(=O)(O)Nc4ccc(cc4N)C(=O)c5ccccc5)C(O)C3O)C(=O)N1,716.42756
DBK,CCCCCCCCCCCC(=O)OC1CC(C)(OC(=O)C)C2CC(OC(=O)\C(=C/C)\C)C(=C2C3OC(=O)C(C)(O)C13O)C,620.77068
DCA,CCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,735.46912
DCC,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,949.8366
DDT,CN(C)c1cccc2c(cccc12)S(=O)(=O)NC(Cc3ccc(OS(=O)(=O)c4cccc5c(cccc45)N(C)C)cc3)C(=O)O,647.76102
DFJ,NC(=O)C(Cc1ccc(cc1)C(F)(F)P(=O)(O)O)NC(=O)C(Cc2ccccc2)NC(=O)Cc3ccc(cc3)C(F)(F)P(=O)(O)O,689.48569
DG1,NC(=O)C1=CN(C=CC1C(=O)c2ccncc2)C3OC(COP(=O)(O)OP(=O)(O)OCC4OC(C(OP(=O)(O)O)C4O)n5cnc6c(N)ncnc56)C(O)C3O,850.515
DG9,CC(C)C(N)C(CS(=O)(=O)NCC1OC(C(O)C1O)n2cnc3c(N)ncnc23)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P+](=O)[O-],767.8116
DGA,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCCCC,625.01774
DGD,CCCCCCCCCCCCCCCCCC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,949.29894
DGG,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCCCC,734.98056
DGX,CC1OC(CC(O)C1O)OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C7(C)C(CCC67O)C8=CC(=O)OC8)C4)OC3C)OC2C,780.93846
DGZ,NC(Cc1ccccc1)C(O)C(=O)NC(Cc2ccc3ccccc3c2)C(=O)NCCOCCOCC(=O)NC(Cc4ccc(cc4)C(=O)c5ccccc5)C(=O)NC(CCCCNC(=O)CCCC#C)C(=O)N,1010.18278
DIT,COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(CC5)C6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)cc4c3c2c1,718.9282
DKT,NC(=N)NCCCC(NC(=O)C(=O)C(CC1CCCCC1)NC(=O)OCc2ccccc2)C(=O)NC(CCC(=O)O)C(=O)NC(CC3CCCCC3)C(=O)O,771.90008
DQP,OC(=O)COc1cc(Cl)ccc1C(=O)NCc2c(Br)c(Br)c(Br)c(Br)c2Br,714.21996
DLP,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,782.08166
DM7,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC([NH3+])C(I)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO,654.42433
DM8,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5OC(C)C(O)C(N)C5Br)c4c(O)c3C(=O)c12)C(=O)C,606.41592
DM9,COCCN(CO)C1CC(OC2CC(O)(Cc3c(O)c4c(O)c5cccc(OC)c5c(O)c4c(O)c23)C(=O)C)OC(C)C1O,617.64086
DMM,COC1CN(CCO1)C2CC(OC3CC(O)(Cc4c(O)c5C(=O)c6cccc(OC)c6C(=O)c5c(O)c34)C(=O)CO)OC(C)C2O,643.63508
DN4,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)([O-])OCC4OC(C(O)C4O)[n+]5cccc(c5)C(=O)O)C(O)C3OP(=O)(O)O,744.38976
DND,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)OCC4OC(C(O)C4O)[n+]5cccc(c5)C(=O)O)C(O)C3O,665.4178
DOT,Nc1ccccc1C(=O)OC2CC(OC2COP(=O)(O)OP(=O)(O)OP(=O)(O)O)n3cnc4c(N)ncnc34,610.30232
DPG,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(COP(=O)(O)OCC(O)COP(=O)(O)O)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,887.19536
DR7,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc2ccc(cc2)c3ccccn3)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,704.85548
DR9,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCC,746.99126
DRA,CCC1(O)CC(OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c5c(O)c6C(=O)c7c(O)cccc7C(=O)c6cc5C1O,769.83124
DRB,CC1=CC2=C3C=C(CCCCCCCCC(=O)NC4C5CC6CC(CC4C6)C5)C=CN3[Ru+2]78(N9C=CC=CC9=C%10C=CC=CN7%10)(N%11C=CC=CC%11=C%12C=CC=CN8%12)N2C=C1,873.10388
DSL,CC(=CCC\C(=C\CC\C(=C/CC\C(=C/CC\C(=C/CC\C(=C/CC\C(=C/CC\C(=C/CC\C(=C/CC\C(=C/COP(=O)(O)O)\C)\C)\C)\C)\C)\C)\C)\C)\C)C,779.16538
DVN,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)OCC4OC(O)C(O)C4O)C(O)C3OP(=O)(O)O,639.29564
DVT,O=[V]1234O[V]5678O[V]9%10%11(=O)O[V]%12%13%14(=O)O[V]%15%16%17%18O[V]%19%20(=O)(O1)O[V]%21%22(=O)(O2)[O-]35%15%19[V]%23(=O)(O%20)(O4)[O-]%16[V](=O)(O%12)(O9)([O-]6%10%13%17[V](=O)(O%14)(O%11)([O-]%18%21)[O-]7%22)[O-]8%23,957.3982
DYN,COC1C(OP(=O)(O)OCCCCO)C(COP(=O)(O)OC2CN(Cc3c[nH]c4c(N)ncnc34)CC2COP(=O)(O)OCCCO)OC1n5cnc6C(=O)NC(=Nc56)N,912.67226
DZD,NC(=O)c1cccc(CN2CC(O)C(COP(=O)(O)CP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C2)c1,657.50664
DL5,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C4OC5(OC34)C(=CC(=[N+](O)[O-])C=C5[N+](=O)[O-])[N+](=O)[O-],716.29684
DL3,CNc1nccc(CN(CC2CCNCC2)S(=O)(=O)c3ccc(cc3)S(=O)(=O)N(Cc4ccc(Cl)cc4)C5CCCC5)n1,647.25146
D21,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCC\C=C/CCCCCCCC,674.9286
D3D,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCC\C=C\CCCCCCCC,749.00714
DQV,NC(=O)c1cccc(c1)C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C(O)C2O,662.43704
DUY,CC(C)(C)OC(=O)N1CCCC1C(=O)N2CCC(CC2)(C(=O)NC(C3CCCC3)C(=O)O)c4ccc(Br)cc4,606.5484
DXS,COc1ccc2c(c1)c(CC(=O)NCCNS(=O)(=O)c3cccc4c(cccc34)N(C)C)c(C)n2C(=O)c5ccc(Cl)cc5,633.15692
D68,CC1(C)CC(=O)N(CC(=O)N2CCC(CC2)N3N=C(C4CC=CCC4C3=O)c5ccc(OC(F)F)c(OC(F)F)c5)C(=O)C1,622.60777
D6N,N1[Fe]23S4[Fe]5S6[Fe]4[C]2789[Fe]%10S%11[V]%12S%10[Fe]7(S[Fe]68S35)S%12[Fe]19%11,699.38448
D6T,CCC(=O)c1ccc(cc1NC(=O)c2ccc3ccccc3n2)c4cn(nn4)c5ccc(CCN6CCc7cc(OC)c(OCCOCCOCCOC)cc7C6)cc5,798.9252
DWE,OP(=O)(O)c1ccccc1OCC(=O)Nc2ccc(cc2)C(=O)NCCOCCOCCOCCC(=O)NCCNC(=O)CCOCCOCCOCCNC(=O)c3cccc(NC(=O)COc4ccccc4P(=O)(O)O)c3,1133.03476
DWK,OP(=O)(O)c1ccccc1OCC(=O)Nc2ccc(cc2)C(=O)NCCCOCCOCCOCCCNC(=O)c3cccc(NC(=O)COc4ccccc4P(=O)(O)O)c3,886.77444
D39,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(N)C(=O)O)OC(=O)CCCCCCC\C=C/CCCCCCCC,762.0059
H4M,CC1NC2=C(N3CN(C(C)C13)c4ccc(CC(O)C(O)C(O)COC5OC(COP(=O)(O)OC(CCC(=O)O)C(=O)O)C(O)C5O)cc4)C(=O)NC(=N2)N,788.69336
H4S,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CNC1CC(O)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,841.3382
H4Z,CC(Nc1ccc(CC(O)C(O)C(O)COC2OC(COP(=O)(O)OC(CCC(=O)O)C(=O)O)C(O)C2O)cc1)C3C(C)NC4=C(N3C=O)C(=O)NC(=N4)N,804.69276
H78,OC(Cc1cccc(c1)c2cccc(NS(=O)(=O)c3cccc(c3)S(=O)(=O)Nc4cccc(c4)c5cccc(CC(O)(P(=O)(O)O)P(=O)(O)O)c5)c2)(P(=O)(O)O)P(=O)(O)O,948.67728
HAX,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCCC(=O)NO,808.51984
HCO,CC1=C2C=C3C(C(=C)O)C(=C4C=C5N6C(=Cc7c(CCC(=O)O)c(C)c8C=C(C1C=C)N2[Fe]6(N34)n78)C(=C5C)CCC(=O)O)C,634.50256
HDC,CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,937.78284
HDD,CC1=C(C=C)C2=Cc3c(C)c(C=C)c4C=C5N6C(=Cc7c(CCC(=O)O)c(C)c8C=C1N2[Fe]6(n78)n34)C9(CCC(=O)O9)C5(C)O,632.48668
HDE,CCc1c(C)c2Cc3c(CC)c(C)c4C=C5N6C(=Cc7c(CCC(=O)O)c(C)c8Cc1n2[Fe]6(n78)n34)C9(CCC(=O)O9)C5(C)O,638.53432
HDM,COC(=O)CCC1=C(C)C2=Cc3c(C=C)c(C)c4C=C5N6C(=Cc7c(C)c(CCC(=O)OC)c8C=C1N2[Fe]6(n78)n34)C(=C5C=C)C,644.54044
HEA,CC(=CCC\C(=C\CC\C(=C\CCC(O)C1=C(C)C2=[N]3C1=Cc4c(C)c(C=C)c5C=C6C(=C(CCC(=O)O)C7=[N]6[Fe]3(N8C(=C7)C(=C(C=O)C8=C2)CCC(=O)O)n45)C)\C)\C)C,852.83714
HEH,CC1OC(CC(C1O)[NH+](C)C)c2cc(C3CC(C)(C(O)C(C)O3)[NH+](C)C)c(O)c4C(=O)c5c6OC(=CC(=O)c6c(C)cc5C(=O)c24)C7(C)OC7C8OC8C,748.85838
HEM,CC1=C(C=C)C2=CC3=[N]4C(=Cc5c(CCC(=O)O)c(C)c6C=C7C(=C(C=C)C8=[N]7[Fe]4(N2C1=C8)n56)C)C(=C3C)CCC(=O)O,616.48728
HF3,O[Hf]123(O)(O)OP4(=O)O[Hf]5(O)(O)(O1)O[Hf](O)(O)(O4)(O2)[O]35,813.49034
HFQ,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSCC(=O)c4ccc(O)cc4O,917.66556
HGD,NC(CCC(=O)NC(CS[Hg]SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,813.22108
HGG,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CC(=O)O,897.63286
HGP,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,706.99364
HGX,CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C,706.99364
HH0,COC(=O)C(C)NC(=O)C(C)NC(=O)C(Cc1ccccc1)OP(=O)(O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)CC(C)C)C(C)C)C(C)C,753.86286
HH1,NC(=O)CC1CC(C2=CNC(CC(O)C(Cc3ccccc3)NC(=O)OC4CCOC4)(Cc5ccccc5)C2=O)c6ccccc16,623.73794
HI0,CN(C)CCC(CSc1ccccc1)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)Nc3ncnc4cc(ccc34)N5CCN(Cc6ccccc6c7ccc(Cl)cc7)CC5,837.4516
HI1,COC(=O)NC(C(=O)NN(CCCC(O)(Cc1ccccc1)C(=O)NC2C(O)Cc3ccccc23)Cc4ccc(Br)cc4)C(C)(C)C,709.6697
HMG,CC(O)(CC(=O)[O-])CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(C(O)C1OP(=O)([O-])[O-])n2cnc3c(N)ncnc23,906.61974
HOB,CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(=O)NCCCOC5CC(O)C(COP(=O)(O)O)O5,683.85254
HOL,CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(=O)NCCCOC5CC(O)C(COP(=O)(O)O)O5,683.85254
HP1,CN(C)CCCNC(=O)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3c(O)c(NC(=O)c4nccn4C)cn3C)cn2C)cn1C,663.72734
HP2,CN(C)CCCNC(=O)CCNC(=O)c1cc(NC(=O)c2c(O)c(NC(=O)c3cc(NC(=O)c4nccn4C)cn3C)cn2C)cn1C,663.72734
HP7,CC(=O)NC1C(O)C(O)C(OC1OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O)C(=O)O,621.33722
HSC,CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(C(O)C1OP(=O)([O-])[O-])n2cnc3c(N)ncnc23,933.75108
HU2,CCCC(NC(=O)C(CC(C)C)NC(=O)C(C\C=C\CC(C)C)C(C)C)C(=O)C(=O)NCC(=O)NC(C(=O)O)c1ccccc1,628.79928
HV1,COC(=O)NC(C(=O)NN(Cc1ccc(Br)cc1)C(=O)CCC(O)(Cc2ccccc2)C(=O)NC3C(O)Cc4ccccc34)C(C)(C)C,723.65322
HWU,CC(=O)NC1C(O)C(O)C(CO)SC1OP(=O)(O)OP(=O)(O)OCC2OC(C(O)C2O)N3C=CC(=O)NC3=O,623.4193
HXC,CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,865.67712
HYC,CC12CCC3C(CCc4cc(O)ccc34)C1CC(CCCCCCCCC(=O)OCC5OC(C(O)C5O)n6cnc7c(N)ncnc67)C2O,677.83014
HZ1,CCCCCCCC(=O)OC1C(OC(=O)\C(=C/C)\C)C(C)C2C3OC(=O)C(C)(O)C3(O)C(CC(C)(OC(=O)C)C12)OC(=O)CCCc4ccc(O)c(CCCCCCNC(=O)OC(C)(C)C)c4,944.15478
HD6,CCCCCCCCCCCCCCCCSCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(C(O)C1OP(=O)(O)O)n2cnc3c(N)ncnc23,991.9594
H27,CC(C)C(N(\C=C\NC(=S)NC1OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C1NC(=O)C)S(=O)(=O)c2ccc(cc2)c3ccccc3)C(=O)O,762.84688
HOV,CCOC(=O)CCC(CC1CCNC1=O)NC(=O)C2C(CCN2C(=O)C(NC(=O)c3cc(C)on3)C(C)C)c4ccccc4,609.71312
H1V,Cc1sc2c(C(=NC(CC(=O)NCCOCCOCCNC(=O)CC3N=C(c4ccc(Cl)cc4)c5c(C)c(C)sc5n6c(C)nnc36)c7nnc(C)n27)c8ccc(Cl)cc8)c1C,913.93664
H84,Nc1ncnc2c1ncn2C3CC(O)C(COP(=O)(O)OP(=O)(O)C(Br)(Br)P(=O)(O)O)O3,647.00092
HDG,COc1ccc(CCNC(=O)C(N)CCC(CNCc2ccccc2)CC3OC(C(O)C3O)n4cnc5c(N)ncnc45)cc1,618.72648
HG4,CCn1nc(C)cc1C(=O)Nc2nc3cc(ccc3n2CCCCn4c(NC(=O)c5cc(C)nn5CC)nc6cc(ccc46)C(=O)N)C(=O)N,678.74352
HL7,CNC(=O)OC1CCCC1C2(CN(C)Cc3ccccc23)C4CCN(CC5CN(C5)c6ccc(cc6)S(=O)(=O)c7ccncc7)CC4,657.86518
HQG,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)OCC4OC(OP(=O)(O)O)C(O)C4O)C(O)C3O,639.29564
HWY,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC3CC4OC(=O)N(C4C3)c5ccccc5,651.76964
HZ7,CCCCCCCC(O)OCC(COP(=O)(O)OC1C(O)C(OP(=O)(O)O)C(O)C(OP(=O)(O)O)C1O)OC(O)CCCCCCC,750.5982
HZD,C[n+]1ccc(Cc2sc3ccccc3[n+]2CC(=O)NCCOCCOCCOCCNC(=O)CCCCC4SCC5NC(=O)NC45)c6ccccc16,750.9702
